City,Date,Avg_Reservoir_Fill,Max_Reservoir_Fill,Total_Storage,Reservoirs_Above_Danger,Reservoir_Risk_Score,Reservoir_Trend_7d,Reservoir_Trend_15d
Kolhapur,2019-01-01,75.69,75.69,0.503,0,1,,
Kolhapur,2019-01-02,75.27,75.27,0.5,0,1,-0.4200000000000017,-0.4200000000000017
Kolhapur,2019-01-03,75.04,75.04,0.498,0,1,-0.6499999999999915,-0.6499999999999915
Kolhapur,2019-01-04,0.0,0.0,0.0,0,0,-75.69,-75.69
Kolhapur,2019-01-05,0.0,0.0,0.0,0,0,-75.69,-75.69
Kolhapur,2019-01-06,0.0,0.0,0.0,0,0,-75.69,-75.69
Kolhapur,2019-01-07,72.59,72.59,0.482,0,1,-3.0999999999999943,-3.0999999999999943
Kolhapur,2019-01-08,0.0,0.0,0.0,0,0,-75.27,-75.69
Kolhapur,2019-01-09,72.59,72.59,0.482,0,1,-2.450000000000003,-3.0999999999999943
Kolhapur,2019-01-10,0.0,0.0,0.0,0,0,0.0,-75.69
Kolhapur,2019-01-11,72.53,72.53,0.482,0,1,72.53,-3.1599999999999966
Kolhapur,2019-01-12,72.08,72.08,0.479,0,1,72.08,-3.6099999999999994
Kolhapur,2019-01-13,71.71,71.71,0.476,0,1,-0.8800000000000097,-3.980000000000004
Kolhapur,2019-01-14,71.35,71.35,0.474,0,1,71.35,-4.340000000000003
Kolhapur,2019-01-15,70.9,70.9,0.471,0,1,-1.6899999999999977,-4.789999999999992
Kolhapur,2019-01-16,0.0,0.0,0.0,0,0,0.0,-75.27
Kolhapur,2019-01-17,0.0,0.0,0.0,0,0,-72.53,-75.04
Kolhapur,2019-01-18,69.22,69.22,0.46,0,0,-2.8599999999999994,69.22
Kolhapur,2019-01-19,68.6,68.6,0.456,0,0,-3.1099999999999994,68.6
Kolhapur,2019-01-20,68.04,68.04,0.452,0,0,-3.309999999999988,68.04
Kolhapur,2019-01-21,67.52,67.52,0.448,0,0,-3.3800000000000097,-5.070000000000007
Kolhapur,2019-01-22,67.0,67.0,0.445,0,0,67.0,67.0
Kolhapur,2019-01-23,66.48,66.48,0.441,0,0,66.48,-6.109999999999999
Kolhapur,2019-01-24,66.05,66.05,0.439,0,0,-3.1700000000000017,66.05
Kolhapur,2019-01-25,65.63,65.63,0.436,0,0,-2.969999999999999,-6.900000000000006
Kolhapur,2019-01-26,65.24,65.24,0.433,0,0,-2.8000000000000114,-6.840000000000003
Kolhapur,2019-01-27,64.99,64.99,0.432,0,0,-2.530000000000001,-6.719999999999999
Kolhapur,2019-01-28,64.65,64.65,0.429,0,0,-2.3499999999999943,-6.699999999999989
Kolhapur,2019-01-29,64.27,64.27,0.427,0,0,-2.210000000000008,-6.63000000000001
Kolhapur,2019-01-30,63.98,63.98,0.425,0,0,-2.0700000000000003,63.98
Kolhapur,2019-01-31,63.72,63.72,0.423,0,0,-1.9099999999999966,63.72
Kolhapur,2019-02-01,63.5,63.5,0.422,0,0,-1.7399999999999949,-5.719999999999999
Kolhapur,2019-02-02,0.0,0.0,0.0,0,0,-64.99,-68.6
Kolhapur,2019-02-03,63.5,63.5,0.422,0,0,-1.1500000000000057,-4.540000000000006
Kolhapur,2019-02-04,63.01,63.01,0.418,0,0,-1.259999999999998,-4.509999999999998
Kolhapur,2019-02-05,62.76,62.76,0.417,0,0,-1.2199999999999989,-4.240000000000002
Kolhapur,2019-02-06,62.3,62.3,0.414,0,0,-1.4200000000000017,-4.180000000000007
Kolhapur,2019-02-07,61.9,61.9,0.411,0,0,-1.6000000000000014,-4.149999999999999
Kolhapur,2019-02-08,0.0,0.0,0.0,0,0,0.0,-65.63
Kolhapur,2019-02-09,0.0,0.0,0.0,0,0,-63.5,-65.24
Kolhapur,2019-02-10,61.9,61.9,0.411,0,0,-1.1099999999999994,-3.0899999999999963
Kolhapur,2019-02-11,61.9,61.9,0.411,0,0,-0.8599999999999994,-2.750000000000007
Kolhapur,2019-02-12,59.04,59.04,0.392,0,0,-3.259999999999998,-5.229999999999997
Kolhapur,2019-02-13,59.07,59.07,0.392,0,0,-2.8299999999999983,-4.909999999999997
Kolhapur,2019-02-14,58.7,58.7,0.39,0,0,58.7,-5.019999999999996
Kolhapur,2019-02-15,58.7,58.7,0.39,0,0,58.7,-4.799999999999997
Kolhapur,2019-02-16,0.0,0.0,0.0,0,0,-61.9,0.0
Kolhapur,2019-02-17,0.0,0.0,0.0,0,0,-61.9,-63.5
Kolhapur,2019-02-18,58.7,58.7,0.39,0,0,-0.3399999999999963,-4.309999999999995
Kolhapur,2019-02-19,0.0,0.0,0.0,0,0,-59.07,-62.76
Kolhapur,2019-02-20,54.97,54.97,0.365,0,0,-3.730000000000004,-7.329999999999998
Kolhapur,2019-02-21,55.01,55.01,0.365,0,0,-3.690000000000005,-6.890000000000001
Kolhapur,2019-02-22,0.0,0.0,0.0,0,0,0.0,0.0
Kolhapur,2019-02-23,0.0,0.0,0.0,0,0,0.0,0.0
Kolhapur,2019-02-24,0.0,0.0,0.0,0,0,-58.7,-61.9
Kolhapur,2019-02-25,0.0,0.0,0.0,0,0,0.0,-61.9
Kolhapur,2019-02-26,0.0,0.0,0.0,0,0,-54.97,-59.04
Kolhapur,2019-02-27,51.51,51.51,0.342,0,0,-3.5,-7.560000000000002
Kolhapur,2019-02-28,51.47,51.47,0.342,0,0,51.47,-7.230000000000004
Kolhapur,2019-03-01,0.0,0.0,0.0,0,0,0.0,-58.7
Kolhapur,2019-03-02,0.0,0.0,0.0,0,0,0.0,0.0
Kolhapur,2019-03-03,51.47,51.47,0.342,0,0,51.47,51.47
Kolhapur,2019-03-04,50.7,50.7,0.337,0,0,50.7,-8.0
Kolhapur,2019-03-05,50.39,50.39,0.335,0,0,-1.1199999999999974,50.39
Kolhapur,2019-03-06,50.16,50.16,0.333,0,0,-1.3100000000000023,-4.810000000000002
Kolhapur,2019-03-07,50.16,50.16,0.333,0,0,50.16,-4.850000000000001
Kolhapur,2019-03-08,49.47,49.47,0.328,0,0,49.47,49.47
Kolhapur,2019-03-09,49.04,49.04,0.326,0,0,-2.4299999999999997,49.04
Kolhapur,2019-03-10,48.61,48.61,0.323,0,0,-2.0900000000000034,48.61
Kolhapur,2019-03-11,48.28,48.28,0.321,0,0,-2.1099999999999994,48.28
Kolhapur,2019-03-12,47.82,47.82,0.318,0,0,-2.3399999999999963,47.82
Kolhapur,2019-03-13,47.24,47.24,0.314,0,0,-2.9199999999999946,-4.269999999999996
Kolhapur,2019-03-14,46.72,46.72,0.31,0,0,-2.75,-4.75
Kolhapur,2019-03-15,46.12,46.12,0.306,0,0,-2.9200000000000017,46.12
Kolhapur,2019-03-16,45.46,45.46,0.302,0,0,-3.1499999999999986,45.46
Kolhapur,2019-03-17,44.81,44.81,0.298,0,0,-3.469999999999999,-6.659999999999997
Kolhapur,2019-03-18,44.16,44.16,0.293,0,0,-3.6600000000000037,-6.540000000000006
Kolhapur,2019-03-19,43.51,43.51,0.289,0,0,-3.730000000000004,-6.880000000000003
Kolhapur,2019-03-20,42.88,42.88,0.285,0,0,-3.8399999999999963,-7.279999999999994
Kolhapur,2019-03-21,0.0,0.0,0.0,0,0,-46.12,-50.16
Kolhapur,2019-03-22,41.81,41.81,0.278,0,0,-3.6499999999999986,-7.659999999999997
Kolhapur,2019-03-23,41.31,41.31,0.274,0,0,-3.5,-7.729999999999997
Kolhapur,2019-03-24,40.87,40.87,0.271,0,0,-3.289999999999999,-7.740000000000002
Kolhapur,2019-03-25,40.38,40.38,0.268,0,0,-3.1299999999999955,-7.899999999999999
Kolhapur,2019-03-26,39.97,39.97,0.265,0,0,-2.9100000000000037,-7.850000000000001
Kolhapur,2019-03-27,39.39,39.39,0.262,0,0,39.39,-7.850000000000001
Kolhapur,2019-03-28,38.83,38.83,0.258,0,0,-2.980000000000004,-7.890000000000001
Kolhapur,2019-03-29,38.27,38.27,0.254,0,0,-3.039999999999999,-7.849999999999994
Kolhapur,2019-03-30,37.68,37.68,0.25,0,0,-3.1899999999999977,-7.780000000000001
Kolhapur,2019-03-31,37.19,37.19,0.247,0,0,-3.190000000000005,-7.6200000000000045
Kolhapur,2019-04-01,36.67,36.67,0.243,0,0,-3.299999999999997,-7.489999999999995
Kolhapur,2019-04-02,36.25,36.25,0.241,0,0,-3.1400000000000006,-7.259999999999998
Kolhapur,2019-04-03,35.77,35.77,0.238,0,0,-3.059999999999995,-7.109999999999999
Kolhapur,2019-04-04,35.36,35.36,0.235,0,0,-2.9100000000000037,35.36
Kolhapur,2019-04-05,0.0,0.0,0.0,0,0,-37.68,-41.81
Kolhapur,2019-04-06,0.0,0.0,0.0,0,0,-37.19,-41.31
Kolhapur,2019-04-07,0.0,0.0,0.0,0,0,-36.67,-40.87
Kolhapur,2019-04-08,31.93,31.93,0.212,0,0,-4.32,-8.450000000000003
Kolhapur,2019-04-09,31.93,31.93,0.212,0,0,-3.8400000000000034,-8.04
Kolhapur,2019-04-10,31.9,31.9,0.212,0,0,-3.460000000000001,-7.490000000000002
Kolhapur,2019-04-11,0.0,0.0,0.0,0,0,0.0,-38.83
Kolhapur,2019-04-12,0.0,0.0,0.0,0,0,0.0,-38.27
Kolhapur,2019-04-13,0.0,0.0,0.0,0,0,0.0,-37.68
Kolhapur,2019-04-14,0.0,0.0,0.0,0,0,-31.93,-37.19
Kolhapur,2019-04-15,27.86,27.86,0.185,0,0,-4.07,-8.810000000000002
Kolhapur,2019-04-16,27.86,27.86,0.185,0,0,-4.039999999999999,-8.39
Kolhapur,2019-04-17,0.0,0.0,0.0,0,0,0.0,-35.77
Kolhapur,2019-04-18,27.91,27.91,0.185,0,0,27.91,-7.449999999999999
Kolhapur,2019-04-19,27.44,27.44,0.182,0,0,27.44,27.44
Kolhapur,2019-04-20,26.88,26.88,0.178,0,0,26.88,26.88
Kolhapur,2019-04-21,26.26,26.26,0.174,0,0,-1.5999999999999979,26.26
Kolhapur,2019-04-22,25.52,25.52,0.169,0,0,-2.34,-6.41
Kolhapur,2019-04-23,24.85,24.85,0.165,0,0,24.85,-7.079999999999998
Kolhapur,2019-04-24,24.2,24.2,0.161,0,0,-3.710000000000001,-7.699999999999999
Kolhapur,2019-04-25,23.53,23.53,0.156,0,0,-3.91,23.53
Kolhapur,2019-04-26,0.0,0.0,0.0,0,0,-26.88,0.0
Kolhapur,2019-04-27,0.0,0.0,0.0,0,0,-26.26,0.0
Kolhapur,2019-04-28,0.0,0.0,0.0,0,0,-25.52,0.0
Kolhapur,2019-04-29,23.49,23.49,0.156,0,0,-1.360000000000003,-4.370000000000001
Kolhapur,2019-04-30,23.49,23.49,0.156,0,0,-0.7100000000000009,-4.370000000000001
Kolhapur,2019-05-01,0.0,0.0,0.0,0,0,-23.53,0.0
Kolhapur,2019-05-02,0.0,0.0,0.0,0,0,0.0,-27.91
Kolhapur,2019-05-03,19.65,19.65,0.13,0,0,19.65,-7.790000000000003
Kolhapur,2019-05-04,19.3,19.3,0.128,0,0,19.3,-7.579999999999998
Kolhapur,2019-05-05,18.95,18.95,0.126,0,0,-4.539999999999999,-7.310000000000002
Kolhapur,2019-05-06,18.55,18.55,0.123,0,0,-4.939999999999998,-6.969999999999999
Kolhapur,2019-05-07,18.06,18.06,0.12,0,0,18.06,-6.790000000000003
Kolhapur,2019-05-08,17.57,17.57,0.117,0,0,17.57,-6.629999999999999
Kolhapur,2019-05-09,16.92,16.92,0.112,0,0,-2.729999999999997,-6.609999999999999
Kolhapur,2019-05-10,16.2,16.2,0.108,0,0,-3.1000000000000014,16.2
Kolhapur,2019-05-11,15.44,15.44,0.103,0,0,-3.51,15.44
Kolhapur,2019-05-12,14.71,14.71,0.098,0,0,-3.84,14.71
Kolhapur,2019-05-13,14.05,14.05,0.093,0,0,-4.009999999999998,-9.439999999999998
Kolhapur,2019-05-14,13.36,13.36,0.089,0,0,-4.210000000000001,-10.129999999999999
Kolhapur,2019-05-15,12.68,12.68,0.084,0,0,-4.240000000000002,12.68
Kolhapur,2019-05-16,12.0,12.0,0.08,0,0,-4.199999999999999,12.0
Kolhapur,2019-05-17,0.0,0.0,0.0,0,0,-15.44,-19.65
Kolhapur,2019-05-18,0.0,0.0,0.0,0,0,-14.71,-19.3
Kolhapur,2019-05-19,0.0,0.0,0.0,0,0,-14.05,-18.95
Kolhapur,2019-05-20,12.05,12.05,0.08,0,0,-1.3099999999999987,-6.5
Kolhapur,2019-05-21,12.05,12.05,0.08,0,0,-0.629999999999999,-6.009999999999998
Kolhapur,2019-05-22,0.0,0.0,0.0,0,0,-12.0,-17.57
Kolhapur,2019-05-23,9.48,9.48,0.063,0,0,9.48,-7.440000000000001
Kolhapur,2019-05-24,9.15,9.15,0.061,0,0,9.15,-7.049999999999999
Kolhapur,2019-05-25,8.81,8.81,0.059,0,0,8.81,-6.629999999999999
Kolhapur,2019-05-26,8.48,8.48,0.056,0,0,-3.5700000000000003,-6.23
Kolhapur,2019-05-27,8.15,8.15,0.054,0,0,-3.9000000000000004,-5.9
Kolhapur,2019-05-28,7.73,7.73,0.051,0,0,7.73,-5.629999999999999
Kolhapur,2019-05-29,7.27,7.27,0.048,0,0,-2.210000000000001,-5.41
Kolhapur,2019-05-30,6.7,6.7,0.044,0,0,-2.45,-5.3
Kolhapur,2019-05-31,6.06,6.06,0.04,0,0,-2.750000000000001,6.06
Kolhapur,2019-06-01,5.46,5.46,0.036,0,0,-3.0200000000000005,5.46
Kolhapur,2019-06-02,4.83,4.83,0.032,0,0,-3.3200000000000003,4.83
Kolhapur,2019-06-03,4.25,4.25,0.028,0,0,-3.4800000000000004,-7.800000000000001
Kolhapur,2019-06-04,3.75,3.75,0.025,0,0,-3.5199999999999996,-8.3
Kolhapur,2019-06-05,3.34,3.34,0.022,0,0,-3.3600000000000003,3.34
Kolhapur,2019-06-06,2.89,2.89,0.019,0,0,-3.1699999999999995,-6.59
Kolhapur,2019-06-07,2.51,2.51,0.017,0,0,-2.95,-6.640000000000001
Kolhapur,2019-06-08,2.27,2.27,0.015,0,0,-2.56,-6.540000000000001
Kolhapur,2019-06-09,2.03,2.03,0.013,0,0,-2.22,-6.450000000000001
Kolhapur,2019-06-10,1.8,1.8,0.012,0,0,-1.95,-6.3500000000000005
Kolhapur,2019-06-11,1.75,1.75,0.012,0,0,-1.5899999999999999,-5.98
Kolhapur,2019-06-12,1.53,1.53,0.01,0,0,-1.36,-5.739999999999999
Kolhapur,2019-06-13,1.34,1.34,0.009,0,0,-1.1699999999999997,-5.36
Kolhapur,2019-06-14,1.41,1.41,0.009,0,0,-0.8600000000000001,-4.6499999999999995
Kolhapur,2019-06-15,1.43,1.43,0.009,0,0,-0.5999999999999999,-4.03
Kolhapur,2019-06-16,1.45,1.45,0.01,0,0,-0.3500000000000001,-3.38
Kolhapur,2019-06-17,1.6,1.6,0.011,0,0,-0.1499999999999999,-2.65
Kolhapur,2019-06-18,1.44,1.44,0.01,0,0,-0.09000000000000008,-2.31
Kolhapur,2019-06-19,1.44,1.44,0.01,0,0,0.09999999999999987,-1.9
Kolhapur,2019-06-20,1.56,1.56,0.01,0,0,0.15000000000000013,-1.33
Kolhapur,2019-06-21,1.61,1.61,0.011,0,0,0.18000000000000016,-0.8999999999999997
Kolhapur,2019-06-22,1.66,1.66,0.011,0,0,0.20999999999999996,-0.6100000000000001
Kolhapur,2019-06-23,1.68,1.68,0.011,0,0,0.07999999999999985,-0.34999999999999987
Kolhapur,2019-06-24,1.71,1.71,0.011,0,0,0.27,-0.09000000000000008
Kolhapur,2019-06-25,1.71,1.71,0.011,0,0,0.27,-0.040000000000000036
Kolhapur,2019-06-26,1.72,1.72,0.011,0,0,0.15999999999999992,0.18999999999999995
Kolhapur,2019-06-27,0.0,0.0,0.0,0,0,-1.61,-1.34
Kolhapur,2019-06-28,1.94,1.94,0.013,0,0,0.28,0.53
Kolhapur,2019-06-29,2.42,2.42,0.016,0,0,0.74,0.99
Kolhapur,2019-06-30,3.04,3.04,0.02,0,0,1.33,1.59
Kolhapur,2019-07-01,6.01,6.01,0.04,0,0,4.3,4.41
Kolhapur,2019-07-02,7.61,7.61,0.051,0,0,5.890000000000001,6.17
Kolhapur,2019-07-03,8.73,8.73,0.058,0,0,8.73,7.290000000000001
Kolhapur,2019-07-04,9.99,9.99,0.066,0,0,8.05,8.43
Kolhapur,2019-07-05,11.81,11.81,0.078,0,0,9.39,10.200000000000001
Kolhapur,2019-07-06,14.6,14.6,0.097,0,0,11.559999999999999,12.94
Kolhapur,2019-07-07,16.55,16.55,0.11,0,0,10.540000000000001,14.870000000000001
Kolhapur,2019-07-08,19.2,19.2,0.127,0,0,11.59,17.49
Kolhapur,2019-07-09,21.49,21.49,0.143,0,0,12.759999999999998,19.779999999999998
Kolhapur,2019-07-10,24.05,24.05,0.16,0,0,14.06,22.330000000000002
Kolhapur,2019-07-11,27.75,27.75,0.184,0,0,15.94,27.75
Kolhapur,2019-07-12,31.99,31.99,0.212,0,0,17.39,30.049999999999997
Kolhapur,2019-07-13,33.64,33.64,0.223,0,0,17.09,31.22
Kolhapur,2019-07-14,35.06,35.06,0.233,0,0,15.860000000000003,32.02
Kolhapur,2019-07-15,36.97,36.97,0.246,0,0,15.48,30.96
Kolhapur,2019-07-16,38.95,38.95,0.259,0,0,14.900000000000002,31.340000000000003
Kolhapur,2019-07-17,40.29,40.29,0.268,0,0,12.54,31.56
Kolhapur,2019-07-18,41.13,41.13,0.273,0,0,9.140000000000004,31.14
Kolhapur,2019-07-19,41.75,41.75,0.277,0,0,8.11,29.939999999999998
Kolhapur,2019-07-20,42.17,42.17,0.28,0,0,7.109999999999999,27.57
Kolhapur,2019-07-21,42.51,42.51,0.282,0,0,5.539999999999999,25.959999999999997
Kolhapur,2019-07-22,42.98,42.98,0.285,0,0,4.029999999999994,23.779999999999998
Kolhapur,2019-07-23,43.65,43.65,0.29,0,0,3.3599999999999994,22.16
Kolhapur,2019-07-24,44.5,44.5,0.295,0,0,3.3699999999999974,20.45
Kolhapur,2019-07-25,45.56,45.56,0.303,0,0,3.8100000000000023,17.810000000000002
Kolhapur,2019-07-26,46.61,46.61,0.31,0,0,4.439999999999998,14.620000000000001
Kolhapur,2019-07-27,48.37,48.37,0.321,0,0,5.859999999999999,14.729999999999997
Kolhapur,2019-07-28,50.73,50.73,0.337,0,0,7.75,15.669999999999995
Kolhapur,2019-07-29,53.34,53.34,0.354,0,0,9.690000000000005,16.370000000000005
Kolhapur,2019-07-30,60.61,60.61,0.402,0,0,16.11,21.659999999999997
Kolhapur,2019-07-31,0.0,0.0,0.0,0,0,-45.56,-40.29
Kolhapur,2019-08-01,0.0,0.0,0.0,0,0,-46.61,-41.13
Kolhapur,2019-08-02,69.7,69.7,0.463,0,0,21.330000000000005,27.950000000000003
Kolhapur,2019-08-03,74.21,74.21,0.493,0,1,23.479999999999997,32.03999999999999
Kolhapur,2019-08-04,78.36,78.36,0.52,0,1,25.019999999999996,35.85
Kolhapur,2019-08-05,83.89,83.89,0.557,0,1,23.28,40.910000000000004
Kolhapur,2019-08-06,90.23,90.23,0.599,1,4,90.23,46.580000000000005
Kolhapur,2019-08-07,91.7,91.7,0.609,1,4,91.7,47.2
Kolhapur,2019-08-08,92.19,92.19,0.612,1,4,22.489999999999995,46.629999999999995
Kolhapur,2019-08-09,91.11,91.11,0.605,1,4,16.900000000000006,44.5
Kolhapur,2019-08-10,92.73,92.73,0.616,1,4,14.370000000000005,44.36000000000001
Kolhapur,2019-08-11,94.32,94.32,0.626,1,4,10.429999999999993,43.589999999999996
Kolhapur,2019-08-12,96.93,96.93,0.644,1,6,6.700000000000003,43.59
Kolhapur,2019-08-13,97.59,97.59,0.648,1,6,5.890000000000001,36.980000000000004
Kolhapur,2019-08-14,98.3,98.3,0.653,1,6,6.109999999999999,98.3
Kolhapur,2019-08-15,0.0,0.0,0.0,0,0,-91.11,0.0
Kolhapur,2019-08-16,98.35,98.35,0.653,1,6,5.61999999999999,28.64999999999999
Kolhapur,2019-08-17,98.1,98.1,0.651,1,6,3.780000000000001,23.89
Kolhapur,2019-08-18,98.0,98.0,0.651,1,6,1.0699999999999932,19.64
Kolhapur,2019-08-19,97.89,97.89,0.65,1,6,0.29999999999999716,14.0
Kolhapur,2019-08-20,98.0,98.0,0.651,1,6,-0.29999999999999716,7.769999999999996
Kolhapur,2019-08-21,98.1,98.1,0.651,1,6,98.1,6.3999999999999915
Kolhapur,2019-08-22,98.2,98.2,0.652,1,6,-0.14999999999999147,6.010000000000005
Kolhapur,2019-08-23,98.3,98.3,0.653,1,6,0.20000000000000284,7.189999999999998
Kolhapur,2019-08-24,98.71,98.71,0.655,1,6,0.7099999999999937,5.97999999999999
Kolhapur,2019-08-25,98.86,98.86,0.656,1,6,0.9699999999999989,4.540000000000006
Kolhapur,2019-08-26,98.91,98.91,0.657,1,6,0.9099999999999966,1.9799999999999898
Kolhapur,2019-08-27,98.91,98.91,0.657,1,6,0.8100000000000023,1.3199999999999932
Kolhapur,2019-08-28,98.81,98.81,0.656,1,6,0.6099999999999994,0.5100000000000051
Kolhapur,2019-08-29,98.81,98.81,0.656,1,6,0.5100000000000051,98.81
Kolhapur,2019-08-30,99.37,99.37,0.66,1,6,0.6600000000000108,1.0200000000000102
Kolhapur,2019-08-31,99.47,99.47,0.66,1,6,0.6099999999999994,1.3700000000000045
Kolhapur,2019-09-01,99.57,99.57,0.661,1,6,0.6599999999999966,1.5699999999999932
Kolhapur,2019-09-02,100.0,100.0,0.664,1,6,1.0900000000000034,2.1099999999999994
Kolhapur,2019-09-03,100.0,100.0,0.664,1,6,1.1899999999999977,2.0
Kolhapur,2019-09-04,100.0,100.0,0.664,1,6,1.1899999999999977,1.9000000000000057
Kolhapur,2019-09-05,100.0,100.0,0.664,1,6,0.6299999999999955,1.7999999999999972
Kolhapur,2019-09-06,100.0,100.0,0.664,1,6,0.5300000000000011,1.7000000000000028
Kolhapur,2019-09-07,99.72,99.72,0.662,1,6,0.15000000000000568,1.0100000000000051
Kolhapur,2019-09-08,100.0,100.0,0.664,1,6,0.0,1.1400000000000006
Kolhapur,2019-09-09,99.72,99.72,0.662,1,6,-0.28000000000000114,0.8100000000000023
Kolhapur,2019-09-10,99.72,99.72,0.662,1,6,-0.28000000000000114,0.8100000000000023
Kolhapur,2019-09-11,100.0,100.0,0.664,1,6,0.0,1.1899999999999977
Kolhapur,2019-09-12,100.0,100.0,0.664,1,6,0.0,1.1899999999999977
Kolhapur,2019-09-13,100.0,100.0,0.664,1,6,0.28000000000000114,0.6299999999999955
Kolhapur,2019-09-14,100.0,100.0,0.664,1,6,0.0,0.5300000000000011
Kolhapur,2019-09-15,100.0,100.0,0.664,1,6,0.28000000000000114,0.4300000000000068
Kolhapur,2019-09-16,100.0,100.0,0.664,1,6,0.28000000000000114,0.0
Kolhapur,2019-09-17,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-18,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-19,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-20,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-21,100.0,100.0,0.664,1,6,0.0,0.28000000000000114
Kolhapur,2019-09-22,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-23,100.0,100.0,0.664,1,6,0.0,0.28000000000000114
Kolhapur,2019-09-24,100.0,100.0,0.664,1,6,0.0,0.28000000000000114
Kolhapur,2019-09-25,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-26,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-27,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-28,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-29,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-09-30,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-01,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-02,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-10-03,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-04,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-05,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-06,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-07,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-08,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-10-09,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-10,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-11,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-12,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-13,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-14,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-15,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-16,100.0,100.0,0.664,1,6,0.0,100.0
Kolhapur,2019-10-17,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-10-18,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-10-19,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-20,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-21,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-22,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-23,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-10-24,0.0,0.0,0.0,0,0,0.0,-100.0
Kolhapur,2019-10-25,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-26,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-10-27,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-28,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-29,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-10-30,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-10-31,100.0,100.0,0.664,1,6,0.0,100.0
Kolhapur,2019-11-01,0.0,0.0,0.0,0,0,0.0,0.0
Kolhapur,2019-11-02,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-11-03,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-11-04,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-11-05,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-11-06,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-11-07,100.0,100.0,0.664,1,6,100.0,100.0
Kolhapur,2019-11-08,0.0,0.0,0.0,0,0,0.0,-100.0
Kolhapur,2019-11-09,0.0,0.0,0.0,0,0,-100.0,0.0
Kolhapur,2019-11-10,0.0,0.0,0.0,0,0,0.0,-100.0
Kolhapur,2019-11-11,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-11-12,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-11-13,0.0,0.0,0.0,0,0,-100.0,-100.0
Kolhapur,2019-11-14,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-11-15,100.0,100.0,0.664,1,6,100.0,100.0
Kolhapur,2019-11-16,100.0,100.0,0.664,1,6,100.0,100.0
Kolhapur,2019-11-17,100.0,100.0,0.664,1,6,0.0,0.0
Kolhapur,2019-11-18,100.0,100.0,0.664,1,6,0.0,100.0
Kolhapur,2019-11-19,100.0,100.0,0.664,1,6,100.0,0.0
Kolhapur,2019-11-20,100.0,100.0,0.664,1,6,0.0,100.0
