State,District,Reservoir Name,Agency Name,Date,FRL,Live Cap FRL,Level,Current Live Storage
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-14,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-15,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-16,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-17,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-18,671.5,0.217,657.65,0.05919
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-19,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-20,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-21,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-22,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-23,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-24,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-25,671.5,0.217,657.44,0.05757
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-26,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-27,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-28,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-29,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-04-30,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-01,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-02,671.5,0.217,657.05,0.0552
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-03,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-04,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-05,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-06,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-07,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-08,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-09,671.5,0.217,657,0.05337
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-10,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-11,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-12,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-13,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-14,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-15,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-16,671.5,0.217,655.09,0.04171
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-17,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-18,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-19,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-20,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-21,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-22,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-23,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-24,671.5,0.217,654.1,0.03703
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-25,671.5,0.217,,
Maharashtra,Pune,BHAMA ASKHED,CWC,2024-05-26,671.5,0.217,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-01,744.91,0.304,730.9,0.12439
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-02,744.91,0.304,730.9,0.12439
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-03,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-04,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-05,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-06,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-07,744.91,0.304,730.81,0.124
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-08,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-09,744.91,0.304,730.81,0.124
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-10,744.91,0.304,730.81,0.12371
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-11,744.91,0.304,730.81,0.12371
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-12,744.91,0.304,730.81,0.12371
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-13,744.91,0.304,730.8,0.1236
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-14,744.91,0.304,730.8,0.1236
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-15,744.91,0.304,730.8,0.1236
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-16,744.91,0.304,730.78,0.12346
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-17,744.91,0.304,730.78,0.12346
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-18,744.91,0.304,730.78,0.12346
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-19,744.91,0.304,730.77,0.12335
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-20,744.91,0.304,730.77,0.12335
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-21,744.91,0.304,730.77,0.12335
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-22,744.91,0.304,730.75,0.12323
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-23,744.91,0.304,730.75,0.12323
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-24,744.91,0.304,730.75,0.12323
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-25,744.91,0.304,730.74,0.12312
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-26,744.91,0.304,730.74,0.12312
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-27,744.91,0.304,730.74,0.12312
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-28,744.91,0.304,730.72,0.123
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-29,744.91,0.304,730.72,0.123
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-30,744.91,0.304,730.72,0.123
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-31,744.91,0.304,730.71,0.12289
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-01,744.91,0.304,730.71,0.12289
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-02,744.91,0.304,730.71,0.12289
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-03,744.91,0.304,730.69,0.12278
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-04,744.91,0.304,730.69,0.12278
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-05,744.91,0.304,730.69,0.12278
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-06,744.91,0.304,730.67,0.12267
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-07,744.91,0.304,730.67,0.12267
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-08,744.91,0.304,730.67,0.12267
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-09,744.91,0.304,730.66,0.12255
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-10,744.91,0.304,730.66,0.12255
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-11,744.91,0.304,730.66,0.12255
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-12,744.91,0.304,730.65,0.12244
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-13,744.91,0.304,730.65,0.12244
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-14,744.91,0.304,730.65,0.12244
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-15,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-16,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-17,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-18,744.91,0.304,730.65,0.122
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-19,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-20,744.91,0.304,729.78,0.115
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-21,744.91,0.304,729.78,0.11522
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-22,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-23,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-24,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-25,744.91,0.304,728.52,0.104
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-26,744.91,0.304,728.52,0.10449
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-27,744.91,0.304,728.52,0.10449
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-28,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-01,744.91,0.304,727.73,0.09893
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-02,744.91,0.304,727.49,0.09721
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-03,744.91,0.304,727.18,0.09517
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-04,744.91,0.304,726.89,0.09327
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-05,744.91,0.304,726.59,0.09126
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-06,744.91,0.304,726.35,0.08968
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-07,744.91,0.304,726.07,0.08787
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-08,744.91,0.304,725.8,0.08608
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-09,744.91,0.304,725.59,0.08427
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-10,744.91,0.304,725.25,0.0824
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-11,744.91,0.304,724.93,0.08048
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-12,744.91,0.304,724.61,0.07866
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-13,744.91,0.304,724.26,0.07674
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-14,744.91,0.304,723.92,0.0749
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-15,744.91,0.304,723.6,0.07311
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-16,744.91,0.304,723.28,0.07136
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-17,744.91,0.304,722.94,0.06949
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-18,744.91,0.304,722.61,0.06765
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-19,744.91,0.304,722.26,0.06572
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-20,744.91,0.304,721.93,0.06391
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-21,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-22,744.91,0.304,721.17,0.06074
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-23,744.91,0.304,720.86,0.05949
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-24,744.91,0.304,720.71,0.05884
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-25,744.91,0.304,720.23,0.05692
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-26,744.91,0.304,719.73,0.05485
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-27,744.91,0.304,719.22,0.05273
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-28,744.91,0.304,718.64,0.05035
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-29,744.91,0.304,718.07,0.04797
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-30,744.91,0.304,717.62,0.04599
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-31,744.91,0.304,717.15,0.04403
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-01,744.91,0.304,716.7,0.04211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-02,744.91,0.304,716.15,0.03987
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-03,744.91,0.304,715.62,0.03775
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-04,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-05,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-06,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-07,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-08,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-09,744.91,0.304,715.5,0.03716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-10,744.91,0.304,715.47,0.03715
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-11,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-12,744.91,0.304,715.47,0.03715
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-13,744.91,0.304,715.45,0.03709
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-14,744.91,0.304,715.45,0.03709
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-15,744.91,0.304,715.45,0.03709
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-16,744.91,0.304,715.43,0.03704
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-17,744.91,0.304,715.43,0.03704
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-18,744.91,0.304,715.43,0.03704
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-19,744.91,0.304,715.42,0.03698
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-20,744.91,0.304,715.42,0.03698
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-21,744.91,0.304,715.42,0.03698
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-22,744.91,0.304,715.4,0.03692
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-23,744.91,0.304,715.4,0.03692
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-24,744.91,0.304,715.4,0.03692
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-25,744.91,0.304,715.39,0.03687
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-26,744.91,0.304,715.39,0.03687
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-27,744.91,0.304,715.39,0.03687
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-28,744.91,0.304,715.37,0.03681
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-29,744.91,0.304,715.37,0.03681
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-30,744.91,0.304,715.37,0.03681
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-01,744.91,0.304,715.07,0.03562
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-02,744.91,0.304,714.46,0.03336
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-03,744.91,0.304,713.85,0.03118
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-04,744.91,0.304,713.27,0.02919
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-05,744.91,0.304,712.66,0.02718
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-06,744.91,0.304,712.06,0.02532
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-07,744.91,0.304,711.62,0.02393
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-08,744.91,0.304,711.4,0.02328
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-09,744.91,0.304,711.11,0.02243
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-10,744.91,0.304,710.67,0.02118
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-11,744.91,0.304,710.1,0.01965
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-12,744.91,0.304,709.49,0.01809
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-13,744.91,0.304,709.49,0.01809
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-14,744.91,0.304,709.14,0.01722
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-15,744.91,0.304,709.14,0.01722
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-16,744.91,0.304,709.14,0.01722
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-17,744.91,0.304,709.12,0.01719
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-18,744.91,0.304,709.12,0.01719
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-19,744.91,0.304,709.12,0.01719
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-20,744.91,0.304,709.11,0.01716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-21,744.91,0.304,709.11,0.01716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-22,744.91,0.304,709.11,0.01716
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-23,744.91,0.304,709.09,0.0171
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-24,744.91,0.304,709.09,0.0171
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-25,744.91,0.304,709.09,0.0171
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-26,744.91,0.304,709.08,0.01707
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-27,744.91,0.304,709.08,0.01707
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-28,744.91,0.304,709.08,0.01707
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-29,744.91,0.304,708.65,0.01608
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-30,744.91,0.304,708.01,0.01464
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-31,744.91,0.304,707.35,0.01328
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-01,744.91,0.304,706.71,0.012
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-02,744.91,0.304,706.29,0.01053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-03,744.91,0.304,705.13,0.00917
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-04,744.91,0.304,704.23,0.0077
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-05,744.91,0.304,703.16,0.00614
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-06,744.91,0.304,702.17,0.00479
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-07,744.91,0.304,700.99,0.00331
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-08,744.91,0.304,700.7,0.00291
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-09,744.91,0.304,700.7,0.00297
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-10,744.91,0.304,700.68,0.00294
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-11,744.91,0.304,700.68,0.00294
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-12,744.91,0.304,700.68,0.00294
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-13,744.91,0.304,700.68,0.00294
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-14,744.91,0.304,700.65,0.00292
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-15,744.91,0.304,700.65,0.00292
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-16,744.91,0.304,700.65,0.00292
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-17,744.91,0.304,700.65,0.00292
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-18,744.91,0.304,700.68,0.00294
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-19,744.91,0.304,700.71,0.003
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-20,744.91,0.304,700.74,0.00303
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-21,744.91,0.304,699.52,0.00167
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-22,744.91,0.304,698.07,0.00016
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-23,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-24,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-25,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-26,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-27,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-28,744.91,0.304,697.17,0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-29,744.91,0.304,698.35,0.00045
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-30,744.91,0.304,702.98,0.00589
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-01,744.91,0.304,704.43,0.00801
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-02,744.91,0.304,707.02,0.0126
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-03,744.91,0.304,707.9,0.01441
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-04,744.91,0.304,708.51,0.01577
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-05,744.91,0.304,708.91,0.01668
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-06,744.91,0.304,711.11,0.02243
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-07,744.91,0.304,715.47,0.03715
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-08,744.91,0.304,721.38,0.06162
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-09,744.91,0.304,723.6,0.07311
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-10,744.91,0.304,725.4,0.08348
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-11,744.91,0.304,726.37,0.08988
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-12,744.91,0.304,729.27,0.11058
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-13,744.91,0.304,729.79,0.11536
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-14,744.91,0.304,730.24,0.11947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-15,744.91,0.304,730.98,0.12496
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-16,744.91,0.304,731.25,0.12708
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-17,744.91,0.304,731.54,0.12938
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-18,744.91,0.304,731.71,0.13068
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-19,744.91,0.304,731.65,0.1302
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-20,744.91,0.304,731.54,0.12938
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-21,744.91,0.304,731.45,0.12864
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-22,744.91,0.304,731.37,0.12805
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-23,744.91,0.304,731.36,0.12793
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-24,744.91,0.304,731.41,0.1283
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-25,744.91,0.304,731.96,0.13261
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-26,744.91,0.304,732.93,0.14062
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-27,744.91,0.304,734.52,0.15563
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-28,744.91,0.304,736.65,0.17825
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-29,744.91,0.304,737.96,0.19237
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-30,744.91,0.304,739.11,0.20722
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-07-31,744.91,0.304,740.28,0.22387
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-01,744.91,0.304,741.24,0.23885
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-02,744.91,0.304,742.04,0.25103
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-03,744.91,0.304,743.39,0.2747
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-04,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-05,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-06,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-07,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-08,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-09,744.91,0.304,744.11,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-10,744.91,0.304,744.12,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-11,744.91,0.304,744.12,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-12,744.91,0.304,744.12,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-13,744.91,0.304,744.12,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-14,744.91,0.304,744.12,0.28903
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-15,744.91,0.304,,
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-16,744.91,0.304,744.33,0.29432
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-17,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-18,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-19,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-20,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-21,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-22,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-23,744.91,0.304,744.73,0.304
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-24,744.91,0.304,744.73,0.30309
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-25,744.91,0.304,744.69,0.30336
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-26,744.91,0.304,744.69,0.30336
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-27,744.91,0.304,744.69,0.30336
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-28,744.91,0.304,744.69,0.30336
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-29,744.91,0.304,744.65,0.30225
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-30,744.91,0.304,744.64,0.30188
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-08-31,744.91,0.304,744.64,0.30188
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-09-01,744.91,0.304,744.73,0.304
