27.533333333333335,30.3,30.97333333333334,93.66666666666667,344.00000000000006,82.06666666666666
23.459999999999997,27.9,19.040000000000003,97.13333333333334,29.100000000000005,85.06666666666666
22.66,26.4,24.093333333333337,96.2,69.3,88.0
23.526666666666664,28.5,25.96666666666666,96.6,22.9,84.13333333333334
22.873333333333335,26.0,24.060000000000002,97.73333333333333,81.00000000000001,90.6
25.5,30.9,15.513333333333334,97.73333333333333,191.6,86.06666666666666
23.786666666666665,28.3,22.619999999999997,96.8,36.5,86.0
26.793333333333337,31.1,20.266666666666666,95.66666666666667,248.39999999999998,84.4
24.880000000000003,30.1,23.026666666666664,92.13333333333334,34.199999999999996,78.73333333333333
25.35333333333334,30.2,20.25333333333333,96.8,124.40000000000002,86.53333333333333
25.006666666666664,29.9,19.706666666666663,97.13333333333334,145.1,87.73333333333333
21.76,25.2,18.966666666666665,98.93333333333334,119.5,90.2
25.866666666666664,29.4,16.893333333333334,94.2,289.7,89.66666666666667
26.580000000000002,29.2,20.926666666666666,91.93333333333334,381.5,85.6
26.48666666666666,28.6,25.833333333333332,92.33333333333333,300.9,84.53333333333333
26.99333333333333,29.2,26.680000000000003,96.0,334.79999999999995,85.6
22.98,27.4,25.026666666666664,96.93333333333334,34.8,85.53333333333333
25.459999999999997,29.0,14.580000000000002,96.0,356.50000000000017,91.06666666666666
25.726666666666667,29.0,16.593333333333337,95.93333333333334,309.69999999999993,89.73333333333333
23.026666666666667,27.7,25.086666666666662,96.53333333333333,31.700000000000003,86.93333333333334
22.586666666666666,26.3,19.14,96.93333333333334,42.89999999999999,87.73333333333333
23.499999999999996,28.5,26.46666666666666,96.53333333333333,22.599999999999998,84.13333333333334
24.94,30.1,19.0,91.93333333333334,124.49999999999997,85.33333333333333
25.559999999999995,30.5,17.546666666666667,96.06666666666666,145.6,87.2
26.346666666666668,31.2,23.32,96.86666666666666,38.2,80.0
25.13333333333333,30.5,23.566666666666666,96.13333333333334,37.29999999999999,79.53333333333333
26.793333333333337,31.1,20.266666666666666,95.66666666666667,248.39999999999998,84.4
26.813333333333336,29.7,20.54,94.2,375.2,85.2
26.42666666666667,30.6,18.593333333333337,95.8,220.6,86.2
26.413333333333334,30.6,18.593333333333337,95.8,220.6,86.2
27.173333333333336,29.6,32.040000000000006,96.46666666666667,363.5999999999999,85.0
27.220000000000002,29.6,33.49333333333333,95.73333333333333,317.49999999999994,84.73333333333333
