State,District,Reservoir Name,Agency Name,Date,FRL,Live Cap FRL,Level,Current Live Storage,Fill_Percentage
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-04-30,744.91,0.304,725.08,0.08138,26.769736842105264
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-01,744.91,0.304,724.76,0.07951,26.154605263157894
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-02,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-03,744.91,0.304,724.11,0.07589,24.963815789473685
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-04,744.91,0.304,723.8,0.07422,24.414473684210524
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-05,744.91,0.304,723.5,0.07252,23.855263157894736
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-06,744.91,0.304,723.15,0.07059,23.220394736842106
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-07,744.91,0.304,722.57,0.06739,22.16776315789474
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-08,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-09,744.91,0.304,721.17,0.06073,19.976973684210527
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-10,744.91,0.304,720.37,0.05748,18.907894736842106
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-11,744.91,0.304,719.84,0.05527,18.18092105263158
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-12,744.91,0.304,719.32,0.05315,17.48355263157895
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-13,744.91,0.304,718.8,0.05103,16.78618421052632
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-14,744.91,0.304,718.27,0.04882,16.05921052631579
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-15,744.91,0.304,717.71,0.04638,15.256578947368421
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-16,744.91,0.304,717.14,0.04398,14.467105263157896
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-17,744.91,0.304,716.61,0.04174,13.730263157894736
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-18,744.91,0.304,716.06,0.0395,12.993421052631579
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-19,744.91,0.304,715.42,0.03698,12.164473684210526
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-20,744.91,0.304,714.78,0.03455,11.365131578947368
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-21,744.91,0.304,714.14,0.03222,10.598684210526315
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-22,744.91,0.304,713.48,0.02993,9.845394736842104
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-23,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-24,744.91,0.304,712.17,0.02563,8.430921052631579
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-25,744.91,0.304,711.52,0.02362,7.769736842105263
Maharashtra,Ahamadnagar,Bhandardara,CWC,2024-05-26,744.91,0.304,710.83,0.02175,7.154605263157894
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-04-30,463.91,2.171,456.725,0.19505,8.984339014279135
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-01,463.91,2.171,456.685,0.18852,8.68355596499309
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-02,463.91,2.171,456.648,0.1825,8.406264394288348
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-03,463.91,2.171,456.618,0.17748,8.175034546292032
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-04,463.91,2.171,456.59,0.17296,7.966835559649931
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-05,463.91,2.171,456.56,0.16844,7.758636573007831
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-06,463.91,2.171,456.536,0.16392,7.550437586365731
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-07,463.91,2.171,456.514,0.16041,7.388760939659143
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-08,463.91,2.171,456.499,0.1579,7.273146015660988
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-09,463.91,2.171,456.484,0.15539,7.157531091662829
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-10,463.91,2.171,456.468,0.15288,7.04191616766467
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-11,463.91,2.171,456.453,0.15037,6.926301243666513
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-12,463.91,2.171,456.438,0.14786,6.810686319668356
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-13,463.91,2.171,456.423,0.14535,6.695071395670199
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-14,463.91,2.171,456.408,0.14284,6.5794564716720405
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-15,463.91,2.171,456.392,0.14032,6.4633809304467995
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-16,463.91,2.171,456.377,0.13781,6.347766006448641
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-17,463.91,2.171,456.362,0.1353,6.232151082450485
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-18,463.91,2.171,456.347,0.13279,6.116536158452327
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-19,463.91,2.171,456.337,0.13129,6.047443574389682
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-20,463.91,2.171,456.325,0.12928,5.95485951174574
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-21,463.91,2.171,456.313,0.12727,5.862275449101797
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-22,463.91,2.171,456.301,0.12526,5.769691386457854
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-23,463.91,2.171,0.0,0.0,0.0
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-24,463.91,2.171,456.27,0.12024,5.538461538461538
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-25,463.91,2.171,456.255,0.11773,5.422846614463381
Maharashtra,Ahamadnagar,Jayakwadi\Nath Sagar,CWC,2024-05-26,463.91,2.171,456.24,0.11522,5.3072316904652235
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-04-30,552.3,0.609,540.03,0.12759,20.95073891625616
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-01,552.3,0.609,539.85,0.12278,20.160919540229884
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-02,552.3,0.609,539.66,0.11814,19.39901477832512
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-03,552.3,0.609,539.48,0.11358,18.65024630541872
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-04,552.3,0.609,539.31,0.10936,17.957307060755337
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-05,552.3,0.609,539.15,0.10528,17.28735632183908
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-06,552.3,0.609,538.96,0.10081,16.553366174055828
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-07,552.3,0.609,538.79,0.09684,15.901477832512315
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-08,552.3,0.609,538.58,0.09177,15.06896551724138
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-09,552.3,0.609,538.35,0.08648,14.20032840722496
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-10,552.3,0.609,538.12,0.0813,13.349753694581281
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-11,552.3,0.609,537.9,0.07617,12.507389162561577
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-12,552.3,0.609,537.68,0.07139,11.722495894909688
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-13,552.3,0.609,537.53,0.06807,11.177339901477835
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-14,552.3,0.609,537.48,0.06708,11.014778325123153
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-15,552.3,0.609,537.44,0.06609,10.852216748768473
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-16,552.3,0.609,537.39,0.06507,10.68472906403941
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-17,552.3,0.609,537.33,0.06383,10.48111658456486
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-18,552.3,0.609,537.27,0.06249,10.261083743842365
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-19,552.3,0.609,537.21,0.06119,10.047619047619047
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-20,552.3,0.609,537.18,0.06054,9.940886699507388
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-21,552.3,0.609,537.15,0.05989,9.834154351395732
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-22,552.3,0.609,537.12,0.05924,9.727422003284072
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-23,552.3,0.609,0.0,0.0,0.0
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-24,552.3,0.609,537.07,0.05825,9.564860426929393
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-25,552.3,0.609,537.06,0.05794,9.513957307060755
Maharashtra,Ahamadnagar,Mula Reservoir,CWC,2024-05-26,552.3,0.609,537.01,0.05703,9.364532019704432
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-01,744.91,0.304,730.9,0.12439,40.91776315789474
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-02,744.91,0.304,730.9,0.12439,40.91776315789474
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-03,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-04,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-05,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-06,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-07,744.91,0.304,730.81,0.124,40.78947368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-08,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-09,744.91,0.304,730.81,0.124,40.78947368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-10,744.91,0.304,730.81,0.12371,40.694078947368425
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-11,744.91,0.304,730.81,0.12371,40.694078947368425
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-12,744.91,0.304,730.81,0.12371,40.694078947368425
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-13,744.91,0.304,730.8,0.1236,40.65789473684211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-14,744.91,0.304,730.8,0.1236,40.65789473684211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-15,744.91,0.304,730.8,0.1236,40.65789473684211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-16,744.91,0.304,730.78,0.12346,40.61184210526316
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-17,744.91,0.304,730.78,0.12346,40.61184210526316
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-18,744.91,0.304,730.78,0.12346,40.61184210526316
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-19,744.91,0.304,730.77,0.12335,40.57565789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-20,744.91,0.304,730.77,0.12335,40.57565789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-21,744.91,0.304,730.77,0.12335,40.57565789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-22,744.91,0.304,730.75,0.12323,40.53618421052632
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-23,744.91,0.304,730.75,0.12323,40.53618421052632
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-24,744.91,0.304,730.75,0.12323,40.53618421052632
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-25,744.91,0.304,730.74,0.12312,40.5
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-26,744.91,0.304,730.74,0.12312,40.5
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-27,744.91,0.304,730.74,0.12312,40.5
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-28,744.91,0.304,730.72,0.123,40.46052631578947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-29,744.91,0.304,730.72,0.123,40.46052631578947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-30,744.91,0.304,730.72,0.123,40.46052631578947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-01-31,744.91,0.304,730.71,0.12289,40.424342105263165
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-01,744.91,0.304,730.71,0.12289,40.424342105263165
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-02,744.91,0.304,730.71,0.12289,40.424342105263165
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-03,744.91,0.304,730.69,0.12278,40.38815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-04,744.91,0.304,730.69,0.12278,40.38815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-05,744.91,0.304,730.69,0.12278,40.38815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-06,744.91,0.304,730.67,0.12267,40.35197368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-07,744.91,0.304,730.67,0.12267,40.35197368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-08,744.91,0.304,730.67,0.12267,40.35197368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-09,744.91,0.304,730.66,0.12255,40.3125
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-10,744.91,0.304,730.66,0.12255,40.3125
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-11,744.91,0.304,730.66,0.12255,40.3125
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-12,744.91,0.304,730.65,0.12244,40.276315789473685
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-13,744.91,0.304,730.65,0.12244,40.276315789473685
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-14,744.91,0.304,730.65,0.12244,40.276315789473685
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-15,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-16,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-17,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-18,744.91,0.304,730.65,0.122,40.131578947368425
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-19,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-20,744.91,0.304,729.78,0.115,37.828947368421055
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-21,744.91,0.304,729.78,0.11522,37.901315789473685
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-22,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-23,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-24,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-25,744.91,0.304,728.52,0.104,34.21052631578947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-26,744.91,0.304,728.52,0.10449,34.37171052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-27,744.91,0.304,728.52,0.10449,34.37171052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-02-28,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-01,744.91,0.304,727.73,0.09893,32.54276315789474
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-02,744.91,0.304,727.49,0.09721,31.97697368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-03,744.91,0.304,727.18,0.09517,31.30592105263158
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-04,744.91,0.304,726.89,0.09327,30.680921052631582
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-05,744.91,0.304,726.59,0.09126,30.01973684210526
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-06,744.91,0.304,726.35,0.08968,29.5
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-07,744.91,0.304,726.07,0.08787,28.904605263157894
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-08,744.91,0.304,725.8,0.08608,28.315789473684212
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-09,744.91,0.304,725.59,0.08427,27.720394736842106
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-10,744.91,0.304,725.25,0.0824,27.105263157894736
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-11,744.91,0.304,724.93,0.08048,26.473684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-12,744.91,0.304,724.61,0.07866,25.874999999999996
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-13,744.91,0.304,724.26,0.07674,25.243421052631582
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-14,744.91,0.304,723.92,0.0749,24.63815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-15,744.91,0.304,723.6,0.07311,24.049342105263158
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-16,744.91,0.304,723.28,0.07136,23.47368421052632
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-17,744.91,0.304,722.94,0.06949,22.858552631578945
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-18,744.91,0.304,722.61,0.06765,22.253289473684212
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-19,744.91,0.304,722.26,0.06572,21.61842105263158
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-20,744.91,0.304,721.93,0.06391,21.023026315789473
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-21,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-22,744.91,0.304,721.17,0.06074,19.980263157894736
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-23,744.91,0.304,720.86,0.05949,19.56907894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-24,744.91,0.304,720.71,0.05884,19.35526315789474
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-25,744.91,0.304,720.23,0.05692,18.723684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-26,744.91,0.304,719.73,0.05485,18.04276315789474
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-27,744.91,0.304,719.22,0.05273,17.345394736842103
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-28,744.91,0.304,718.64,0.05035,16.5625
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-29,744.91,0.304,718.07,0.04797,15.779605263157896
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-30,744.91,0.304,717.62,0.04599,15.128289473684212
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-03-31,744.91,0.304,717.15,0.04403,14.483552631578947
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-01,744.91,0.304,716.7,0.04211,13.851973684210527
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-02,744.91,0.304,716.15,0.03987,13.11513157894737
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-03,744.91,0.304,715.62,0.03775,12.417763157894738
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-04,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-05,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-06,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-07,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-08,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-09,744.91,0.304,715.5,0.03716,12.223684210526315
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-10,744.91,0.304,715.47,0.03715,12.220394736842106
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-11,744.91,0.304,0.0,0.0,0.0
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-12,744.91,0.304,715.47,0.03715,12.220394736842106
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-13,744.91,0.304,715.45,0.03709,12.200657894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-14,744.91,0.304,715.45,0.03709,12.200657894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-15,744.91,0.304,715.45,0.03709,12.200657894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-16,744.91,0.304,715.43,0.03704,12.18421052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-17,744.91,0.304,715.43,0.03704,12.18421052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-18,744.91,0.304,715.43,0.03704,12.18421052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-19,744.91,0.304,715.42,0.03698,12.164473684210526
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-20,744.91,0.304,715.42,0.03698,12.164473684210526
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-21,744.91,0.304,715.42,0.03698,12.164473684210526
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-22,744.91,0.304,715.4,0.03692,12.144736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-23,744.91,0.304,715.4,0.03692,12.144736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-24,744.91,0.304,715.4,0.03692,12.144736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-25,744.91,0.304,715.39,0.03687,12.12828947368421
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-26,744.91,0.304,715.39,0.03687,12.12828947368421
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-27,744.91,0.304,715.39,0.03687,12.12828947368421
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-28,744.91,0.304,715.37,0.03681,12.108552631578949
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-29,744.91,0.304,715.37,0.03681,12.108552631578949
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-04-30,744.91,0.304,715.37,0.03681,12.108552631578949
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-01,744.91,0.304,715.07,0.03562,11.717105263157894
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-02,744.91,0.304,714.46,0.03336,10.973684210526317
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-03,744.91,0.304,713.85,0.03118,10.256578947368421
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-04,744.91,0.304,713.27,0.02919,9.601973684210527
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-05,744.91,0.304,712.66,0.02718,8.94078947368421
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-06,744.91,0.304,712.06,0.02532,8.328947368421053
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-07,744.91,0.304,711.62,0.02393,7.871710526315789
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-08,744.91,0.304,711.4,0.02328,7.657894736842105
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-09,744.91,0.304,711.11,0.02243,7.378289473684211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-10,744.91,0.304,710.67,0.02118,6.967105263157896
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-11,744.91,0.304,710.1,0.01965,6.463815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-12,744.91,0.304,709.49,0.01809,5.950657894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-13,744.91,0.304,709.49,0.01809,5.950657894736842
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-14,744.91,0.304,709.14,0.01722,5.6644736842105265
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-15,744.91,0.304,709.14,0.01722,5.6644736842105265
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-16,744.91,0.304,709.14,0.01722,5.6644736842105265
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-17,744.91,0.304,709.12,0.01719,5.654605263157895
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-18,744.91,0.304,709.12,0.01719,5.654605263157895
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-19,744.91,0.304,709.12,0.01719,5.654605263157895
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-20,744.91,0.304,709.11,0.01716,5.644736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-21,744.91,0.304,709.11,0.01716,5.644736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-22,744.91,0.304,709.11,0.01716,5.644736842105264
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-23,744.91,0.304,709.09,0.0171,5.625
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-24,744.91,0.304,709.09,0.0171,5.625
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-25,744.91,0.304,709.09,0.0171,5.625
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-26,744.91,0.304,709.08,0.01707,5.615131578947368
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-27,744.91,0.304,709.08,0.01707,5.615131578947368
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-28,744.91,0.304,709.08,0.01707,5.615131578947368
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-29,744.91,0.304,708.65,0.01608,5.2894736842105265
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-30,744.91,0.304,708.01,0.01464,4.815789473684211
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-05-31,744.91,0.304,707.35,0.01328,4.368421052631579
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-01,744.91,0.304,706.71,0.012,3.947368421052632
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-02,744.91,0.304,706.29,0.01053,3.463815789473684
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-03,744.91,0.304,705.13,0.00917,3.0164473684210527
Maharashtra,Ahmednagar,Bhandardara,CWC,2019-06-04,744.91,0.304,704.23,0.0077,2.5328947368421053
