city,district,date,year_week,source_url,severity
Hingoli,,2021-07-22,2021-29,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPQ0pTc0xTclJhOGhDbGFqMndldXZZZ241a0NDTy1LNm1QTmZOY1k1Y1BJMEJ1OU9BOGxLel8zZi00bEJfb2QxLWVMVGNTdHpTMXdQbEttX1dWVVhyWG9YV010WTlnQjgxQmlINmhKUC1nWUsxNUI3R2xuSjVCWUsyV0hfTEx3Vmw5STNlSFhoa1BsUU9GZG54dVlZSlEtMFVMd2ZJRURGZUJMUG5XZlZxbG8tTjZ5SmdzTlhTYldfQUtlTUZkdTVZTXNLYjF6Ymx6b09hMXNUaVl4MkpQUVZLU9IB5gFBVV95cUxPbEJndkhGajNuUmp6SndzdkVVT25vVHpPWlVBeHQxWUxTckU3OXgwZS1OVW5Ga2YydlV6LTRCYnRDQWNOc2NRYTRPQWJyRWR6aGJtUDdoUEdnY2ZxOEkxRkxEMUk1ZnhNd1NEcGR2SzZZeTN5UUpmYmhLVmo2OV9nWEYxTVUwQThxZUxsNXRBMHd6ODNGS3JPN0g5Qk5lMXEybVp0VVZpcllvNlk5SzBrUm1vbS1YcTBoa2dhNlVvX0F1eTljd0treENEeVM5RGxaRXJJc3lSejVZWl9JXzNBZThNSzN2UQ?oc=5,High
Mahabaleshwar,,2021-07-23,2021-29,https://news.google.com/rss/articles/CBMizwFBVV95cUxNZDB0VlVtQVBXU3J6cWdqVnZDdm16bG52cVVvb3duNmJjaS1LRW5nRm0zY1p6YTlyczFJZ3pqVlFtSlE3LVlwX0NvNjFhenZwY0dVLTlvRDlfSDlsc3Z3Q21XMTl6MVZRQ3BnTUNVRTRza2lYZWdGX1NKR2t2ajFNaXgxU1g4czJFRFFZc2RlYWRkUjkySXM5MFlwUS1aWnNxdXRsMk8tMmdwTTd4MkhiZXNEQTdWWV9VYjVFRmpFSFA4REtVR3RLNWNtYTZ1UzjSAdQBQVVfeXFMUFJsblh5QWZrdnRJZjRNSng0cXNMLXk1SS00ejZDOGZJeUwwSWh3dUpFcFNxb25yMjIzYlI0VUg4aF9Wd2xWNFQxNURHdmF2dGtxeTc5MmNCUEhlZ0FJNUtGRkxDbDZwY3JFQXNEWHFINk1TMWNQZVNVMEtsdWRNLWZIclBGR21kc2szY0NxS0NjeUhKS21Nd09JYTVtVnB3MFVua0ZaYWhwczNWbHVGVU9IdGFXYkgxcEtjaEQ5ekNJelB3bG1HOVdiN3NBb1NZc01mdFA?oc=5,High
Palghar,,2021-09-01,2021-35,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNYVVsdWlIOHRWaUR4MkpGaUNzTDF0T3h1enNSVkdUZ2RaNHo0UnpQakpxblZFMHFCal95R2Q3bGw3cmhaMFFMZEJsWG9yUkFfQVEtZTdmSGNjYjhQSnYyd3NLR05DaF9pSFRnbndrSmluOGRVUlduRGJXT2RiWWtnNEZpaE93d3lBQmEwNUc1RXdJMTRWRmVfR3BnRDN5Mzg2dmpGOGhVMDJkZnZLcEgzSDdOQXFWVkNpS0M1NEFTc1EzYlJkeXBSUkhDa1lDdFlkR1VwLUJWQjZ0ZzRsSTY3S0lxelhQd9IB6wFBVV95cUxQT1BlNzlWWUxqRkpsV1JxTDdpVnVOMXZLMGpkaFZvdUpFaWhyYTBSalpnYV96ZUdYZWRoV1l2XzkwWjN0dzFJYmREbUtwaVJHVzM1LW1PU2NTLU1RTE5XanBFUmdsaE1xbmlXcnU0UW1EcDFtZjBNYVNvV3IwbF9ab0hZNjIzdDJCd1dkaWpFTndUOHhfa0gxUmppT1h3cVM4SEVzdjFnMTFrSjUyZ3lvOVgyVDB2WUp4WlQzbGdxSl82bmozNW16Y3QxX3h6Z21LRDBDSDdqSXlJXy1BSlM5LTRrVlJrc0RlQTY4?oc=5,High
Jalgaon,,2021-09-01,2021-35,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNYVVsdWlIOHRWaUR4MkpGaUNzTDF0T3h1enNSVkdUZ2RaNHo0UnpQakpxblZFMHFCal95R2Q3bGw3cmhaMFFMZEJsWG9yUkFfQVEtZTdmSGNjYjhQSnYyd3NLR05DaF9pSFRnbndrSmluOGRVUlduRGJXT2RiWWtnNEZpaE93d3lBQmEwNUc1RXdJMTRWRmVfR3BnRDN5Mzg2dmpGOGhVMDJkZnZLcEgzSDdOQXFWVkNpS0M1NEFTc1EzYlJkeXBSUkhDa1lDdFlkR1VwLUJWQjZ0ZzRsSTY3S0lxelhQd9IB6wFBVV95cUxQT1BlNzlWWUxqRkpsV1JxTDdpVnVOMXZLMGpkaFZvdUpFaWhyYTBSalpnYV96ZUdYZWRoV1l2XzkwWjN0dzFJYmREbUtwaVJHVzM1LW1PU2NTLU1RTE5XanBFUmdsaE1xbmlXcnU0UW1EcDFtZjBNYVNvV3IwbF9ab0hZNjIzdDJCd1dkaWpFTndUOHhfa0gxUmppT1h3cVM4SEVzdjFnMTFrSjUyZ3lvOVgyVDB2WUp4WlQzbGdxSl82bmozNW16Y3QxX3h6Z21LRDBDSDdqSXlJXy1BSlM5LTRrVlJrc0RlQTY4?oc=5,High
Thane,,2021-09-02,2021-35,https://news.google.com/rss/articles/CBMixAFBVV95cUxPN2FxS3l1YlhpMTlQX19CTVlYRklvTGswS0xkbXp2bzNaZjNtcVo3TUt4TDh6ME5sQ19oWXRLaGFlTHRUbjFNNFlDeWZDRVcwbHBnWHE2WDY3S2s5WHhtaHpLTGF4NlFaenI5SG04UEdWNkMzUTdzZ3gzaDRnMERlLXNTOU1uWkNyVDRKdTFFbk1wRW9oczYxSkpwTGJxaXRMUEExOWZEenpuT0w5eDMxc1o2QXdVakVsOFRGdHdXMjhOOFk10gHLAUFVX3lxTE4wLU0ybnFQcy1zUldCVTZMUXllck5IVFpUZmk4anA1ZEhLbk0tZkJPOTNrbjVrWnpRYVl1dXFpNlBLQTU3bVduLTUwMFJrVEJsZXdlVGgwRXdONzVuU09uNkIyYkVibXREV2ljNWpjUkEydGFFWlhrcU1IMjl2Wk1iekhrZDhjMnhjaEFwTU8wTHgtbHFnWmk4a05oU1cxUjNPYi1kcDROLVB0NHRkSXU3R2ZnUkQ1Mi11bGd3X0Ruck1FMU93U1hRVWJn?oc=5,High
Palghar,,2021-09-07,2021-36,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPV0pudVNEYjIyVDY0QjMxY3NFZWhPVE1wZ0VQVnc4VzJEZjM4SWxGQU1tWUphb0l1MkpndzRGVFBhLXhHOXIyME1BcTJxU1NBZk4ySW1iWlVkN2l4eFBlUklzTzh1SW42T2Eta3phUEdxZDQyQTB0RlR4YXY0cUMxVHFidVNXdnlvN3N3UktNTkd3TUtfWXBWLVppaEF1QXhuZXhMZVRvZnROd0dtUndCd2QwSF90WEdSVzRZS1BlWE5US3ZCb0RFNldGcFBvV1pH?oc=5,High
Nashik,,2021-09-07,2021-36,https://news.google.com/rss/articles/CBMixAFBVV95cUxQRzdvMXpYa1daWXhka1FHd3ZkYnM2MFJ1d2xtbi1ScFF4aWJ3UFFfV0x3UEttSmdEdFhoQTZtUDdDcENMNzNsOFlyMnoxUGxjd0JyRkhVZWRtTHBleVJiVGRfVDRYQTJuQmZOOG84S1dzY1EwT1JBMzd4Tms3cjZJa25rMEt0aThwaGZUYWZKY1p2U3A1NUN0OFloWjhjVURvbXFYb1BHNjJ1bnpzN2Y3TDBzeFl2Z3ZRclJvaG83NWxfckto?oc=5,High
Thane,,2021-09-18,2021-37,https://news.google.com/rss/articles/CBMiqwJBVV95cUxPMUJmcmRILW1uY0FtdmswM3Fmd1F6UWdnRHFnV0JvQWYzVWRqVTVDdGZjTkYtdjJ6TE9FNWNzdGNTbW9WeGVxWVVUN3M1UUxodDlYdC1rbjhWU28wSXp2Wll5RGRXcllPY2R5Ul9pLWtiVzlIRVlxMUtEOGIzZkxPVExKWTJJZUFYYjV5UGswNlgtS2NzcVFmdEVNZFJ6VnZkZW9RSGNVTmx0bnM4VGhTckdUVl9oSmJXZnpMVFYxTXZaNmhKYXNHODE5WUpvZlNLaFEwNjJzcEprNUxWM0ViWXNJOXlLcjdTSnppYm1YT01Ra1Vtd1JQeGlJcFM5WEljNVFXcl9NZVdGN0REYS03SUdGMUpGMmRPdGxHOXh4T1VOWmk4eHBCWk5GYw?oc=5,High
Palghar,,2021-09-18,2021-37,https://news.google.com/rss/articles/CBMiqwJBVV95cUxPMUJmcmRILW1uY0FtdmswM3Fmd1F6UWdnRHFnV0JvQWYzVWRqVTVDdGZjTkYtdjJ6TE9FNWNzdGNTbW9WeGVxWVVUN3M1UUxodDlYdC1rbjhWU28wSXp2Wll5RGRXcllPY2R5Ul9pLWtiVzlIRVlxMUtEOGIzZkxPVExKWTJJZUFYYjV5UGswNlgtS2NzcVFmdEVNZFJ6VnZkZW9RSGNVTmx0bnM4VGhTckdUVl9oSmJXZnpMVFYxTXZaNmhKYXNHODE5WUpvZlNLaFEwNjJzcEprNUxWM0ViWXNJOXlLcjdTSnppYm1YT01Ra1Vtd1JQeGlJcFM5WEljNVFXcl9NZVdGN0REYS03SUdGMUpGMmRPdGxHOXh4T1VOWmk4eHBCWk5GYw?oc=5,High
Nashik,,2021-09-23,2021-38,https://news.google.com/rss/articles/CBMiygFBVV95cUxNSm5ZWldJUXhMTjBaeHFjODllNmtnZ1FQaHE5Q3RfYTJydkc4aTJBdEIzWWc5X2FZZFpGbWpGMUd3TW5MRnIyVHZnQW9Ea1lOX0s4SkpVUUxIQ20wZUZXeVVsYl9aQmw0eExHa2NzUDlmd24xT0lvQzloQk9DX1VGYUlGZkVOcmpUeU1qcGtrR2ZEM3pNQzF1TEtxR0pqQlR6c0ttTGxyV0dHSDBFT0RxVUJkS09MSVJtaS12VE5pZjJBOHRwck1qRzJn?oc=5,High
Jalgaon,,2021-09-28,2021-39,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQUURtV3hOTmFhT2FfNzltZUUwYVo5dHpPWXg1TDMyMDdRa001SXhlNjJEek1wd21KR1hoNzRnVHgwNnNMSXlmMWhPZnNEclgxVHZJMkhDWlFQSjVfcERXMlNNWGVJSjJYOVpGVWVNcWFZQzd1UjVHSkVhQzVZR1BscVNJMFZrbXQxNXl5SnQxOEMwUU5pY3YyZVQ5Z015NUplR0FFYTR5WjZ1TWU4X21QMEpHWjVUZVdRT3Rybk91eGlqLTViRGV4YVZzR2p5SU4zaDVCZmxYZVU?oc=5,High
Ahmednagar,,2021-09-28,2021-39,https://news.google.com/rss/articles/CBMitwFBVV95cUxNVS10LV93T1RhS0FYamFrc0dVdW1pS195VTMtRVdOMjktTHhBblVsVy1iNkU2TTBXcnhNbDdwT3VIaUExaF9qa1kxLWhZNTlObEQ0S2ZNQUE2RTI3X3FhMHY4WkxjdE1wLXo5ZTV2RmZjeW5aTEQ1cm5rR3RpUHZjQU81VXZPUnlVWTNBSGV1elg4THI4RUJ2VVhvNzhlTkdZaEdac18zaDdieTRoRHA5TGpqbTdvSm_SAbwBQVVfeXFMTVQ2azBwXzJoTWQyX1VRNnFzREo4VFZMR0dVN2U5b0xGUEtlaWZMZHE1ZVlJanZUejFwV0M2UWxmcTBhS0hXeEtmdUVPWGZnS1RNc085R1UxLUpzOHJnanFtODFrcWVBckstcFZLdXYzamNTNkdaMVJpTnVmUS1IdmRNbnBRYW9CY0I4dHRLa1J5QlktRy1LTWx6OHdFOU1tNENlczY3VEpZMTJ1VEhjaDhKUXVyTDFFdm1vM1o?oc=5,High
Nashik,,2021-09-29,2021-39,https://news.google.com/rss/articles/CBMid0FVX3lxTFBpYmZ2alMyTFFfN0ZSTXc0SmZEQVA0cXpPZGQ1Tnpld3A2cHVBU0o4Q3JLcjVwekY0dkY3WTdDa0Z5T09ZUEQyUE4tQVh6ZTNKcmN3dk1JZVRTWDNXSFEyUE5vdmZSbFQ4ZG50M3NMa24wbEZXanFJ?oc=5,High
Parbhani,,2021-09-29,2021-39,https://news.google.com/rss/articles/CBMid0FVX3lxTFBpYmZ2alMyTFFfN0ZSTXc0SmZEQVA0cXpPZGQ1Tnpld3A2cHVBU0o4Q3JLcjVwekY0dkY3WTdDa0Z5T09ZUEQyUE4tQVh6ZTNKcmN3dk1JZVRTWDNXSFEyUE5vdmZSbFQ4ZG50M3NMa24wbEZXanFJ?oc=5,High
Hingoli,,2021-09-29,2021-39,https://news.google.com/rss/articles/CBMid0FVX3lxTFBpYmZ2alMyTFFfN0ZSTXc0SmZEQVA0cXpPZGQ1Tnpld3A2cHVBU0o4Q3JLcjVwekY0dkY3WTdDa0Z5T09ZUEQyUE4tQVh6ZTNKcmN3dk1JZVRTWDNXSFEyUE5vdmZSbFQ4ZG50M3NMa24wbEZXanFJ?oc=5,High
Kalyan,,2022-07-05,2022-27,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPVkMtdDZBazVwQ3pPcC14dTBrU1planNKY2RucTN0VTRqaEk0NUxUd0hxYW1YOGwwUFZySEZLRjVCUl82YzJ3NVZFLTRqUDVJTFFLZV95bzJMOHlwQXczcHFvejlqTUtReEU4X2Q5a2RYVUtjeE9SRi11TjZzM3JOSm1CQnZrMHBRa2NCRkNjamRPVkdTZFFyVmRScVZPV25QRFg5blpBcWI4V05MdGVLVGc4d3dqQmxRVXFPWllneXlIcnNxWTZjLWczNXdTQUZDdzdVZDUtckcxT2wzSWpTdFBySFhqQmx4?oc=5,High
Nashik,,2022-07-06,2022-27,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQ1lDdE11dFlYUXhveGpPVzA0d3NnYU9FR2NQZkh5Z3RCb25vUkF0NmlTT3p0dWp1elRpTDhXVXdnSnUtdGNiMVFXN0JpbXdTV3dtUVlId0pPb3kyaEZ1MFpGZTR6Sy1EOEVTTnlVR0ZYUFlPdXR3UGZJcjRZSG51TWhzekJVWUpXNXZhaUltaXJZeEd2alpteExFS1FnWlFYelNfX1VMbDRwY3N2S0E5cmNFd1FPT0R2QjJJMkpiaFZ2bVVHS0ZFYTlmQlNqa1RWa0NyYTd1ZEw3WWVjY0l2MXRTT3NMaTB2VTdn0gHwAUFVX3lxTE9EU29HRkRKa3NoY1RaZW1XZldCd0s1aUk1ZFplMWNPNXJZdlU5UUpibEdjTllNeVcwWUVMeEJmNlFWOTY5U0lHZ3pUa280aUF2QW9vMXJhc1c4T2Qyc3dadmRHUE9ZOXBMVEtHNG1PVHE2N0JIS3REMExhVm9PdGM0RGlFZWM1RFFNNjNHYmZSeTcwZk5vcVhaX1VQclZYeGgtSzNIODlLVE03Snl5MHpQY1Q3RVRQVGw3WVI3SmVOODZVQzZnemNzdDBiOHBLN05lUjJWUWNNVk5DYURNSk1RUExSMXV1NU1UejY1blpWQg?oc=5,High
Thane,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Palghar,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Virar,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQUlY1VUtzSGRYWTgtOFFUVlY2NFRVdTdvcXM0a0hIZDA3NElzdXFJdV96cHRlWlRUR3dXb0RUQktnQXl5MGwtbGZKdjU3bTBYSVE3ekRVZjZwNHJubm1kX0F6VU5KMkFUcXhscFVIVUdqNFp0Ty1FUlpvaFJuZncwM0Etckdyb2UwT2tZT2dlR2d6amhTNjhjNG4wc1VZc2ZzSEdOZklfSWlnYXdpNEY2SThIU1l2d2VMcW5vNlhUQUJaZ0VpbkVUSUZDVS13QzJoSjJZSUJlN2JfemRwd1lkSldNZ9IB8AFBVV95cUxQLUNiUWxzQm94c1hSMFpjaGQteWhRS3A2YkdvaG1oMkc2eHVQOTgzak5pTjhhd3FuSXVOMTF3aFNzSGc4cUlRRjVQcFo1UEpNUF9WYUZneEtOOWNKSUFtR0V2ZF9nUTk5RVVGTlE2b3VjX1BXdXVKTHNzay1XU2FSSjlGdUwzckdUU3FuYWQtWTNtalZJd3dNV0cyTng0TTlxclBtZWo3cmtYemJIMFU1UFlKa1FNOWZwX0g1ZEZYNjY1M281QVZ4bWNhNU5ydUkxWl84OXhlSEZ3cUwyUEhGS0lUNThXTjZKZllmWE5LY0g?oc=5,High
Pune,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Kolhapur,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Satara,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Mulshi,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Vasai,,2022-07-07,2022-27,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPOE1aN2tIOWxSY2Fkdzc4WVV4THVfSE1BTUVXRVV1RGNDaTVNSFctZlFiLUtlRkIyNUp3dHdNNkhXMzhQVEFfTG56S0ZTdWVQQU5MaTIyVmQyZWhFUHF4czlGQklZM3c0d2J3ZEowRHVxRHFNZk1kU2hlOVpWX0xjSFJTQlV1Z0ZBQmtPZ0pZdDI0YXFVMWZXOENEWWpXRkk2U0x3WUVJMGhYRHk5dFUxZmU4Rk5rd0ZOWWcxRnJyQzFqdlFDR3ZGUm5uMm04QkhJMjRjRWE4SElJTzBYQnVpOE9CT0tkZlhLMDRPSVhuOFRzSmvSAYACQVVfeXFMUGtkbG95MFdLV3ZMTnZ0Zld4eURqNDRxdUhEdUR0Sy1TWmZ5WGVvRVBWUFh2dTVTMWZmcTZUVGU2bzhUMFlLNTZuSWxzLWpCeC10dy1yUU1GUUNsVk1MYm9HTjVGeENrTFVYdXNqZnVYaHcxUk1vajJNV1g2QWN2S2dYM1hzVDAtX0JrcjYtZ1RhbV84UmcycTJJSFlvWHZjU1k3b0ItQUtBM05UZ0VQVlhRTWhlWlppSUhDY1NQUHptWVNKZEdiWEFqbE11Mk5mZVZlSktKWVo5SG0xeF9wMTJ3dTJlWWo3Y3VQaUVmVlN6NEhMamdsYWlYWHNVUGplSg?oc=5,High
Solapur,,2022-07-10,2022-28,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOWGZjenF6SzdKb3J2NHFobjlBaDdDM2hJWnBtb3hLRUxucVpmM0RVcll1UjFyTi04QjlZV3pxN2E0Z3J0TmVWQTQ1MDRNY2tTX2hjSzliaENkNHVKcTkxV2RhcnF4QkJQYnhCOVE0Uk9LQlZwQ3A3RXhLdDJCazFvQU1QSXZfb3lYX1ZhNE1xUkwtNU1NWkF1Y0VzZ2pXRjUxUkdaSGJmc0s4WEpCZTM5RHJVby1NOWttTG5icVotbERwRW5NLVVZUnB1YVFKTWpSNXVUYmRRZGJQeU9EXzNsb2FoVXpDeFU2MTJPWVJQQdIB9gFBVV95cUxOMlB0R1cwc1RXTk9RRjlTcS1jczFuOVdteWpDWEdkNG45b0JrTVJOZDZUZ1pZSHBZbzFIeVMtYjNMNm5ZVk41MWFEMDFZbTRDd2xnQW9IRFB0eVktRkhZdXRhd0kxaWl1X2dfdTRCS1JlNXBPQUJvLWdnVmF5a2RRNzB1SXNlUDNuWXhIbDF2Nl9WOWZicGlMaklEbFltQ3A5VDJjUmNrZk1WbHpMd09ORjJmaUFsVnh6WTQ2ZFh4c0M5QXNQYmN6NV9QNDFzbHBCeEpHQy1qN29DSE85M0NSWUN4MlVORE04dUNWd09TQ2h5TGlGQnc?oc=5,High
