City,Latitude,Longitude,Date,Precipitation,Max_Reservoir_Fill,Flood_Risk,Flood_Probability
Malvan,16.0667,73.4667,2025-08-19,75.4,5.428549846173368,0,0.0866666666666666
Malvan,16.0667,73.4667,2025-08-20,36.2,5.0,0,0.0666666666666666
Malvan,16.0667,73.4667,2025-08-21,11.3,5.0,0,0.04
Malvan,16.0667,73.4667,2025-08-22,5.6,6.008047219990668,0,0.0733333333333333
Malvan,16.0667,73.4667,2025-08-23,3.0,7.654851592932333,0,0.0466666666666666
Malvan,16.0667,73.4667,2025-08-24,2.1,8.147518828352704,0,0.0266666666666666
Malvan,16.0667,73.4667,2025-08-25,7.5,6.603693678018564,0,0.0666666666666666
Devgad,16.3833,73.3833,2025-08-19,92.8,5.0,0,0.0533333333333333
Devgad,16.3833,73.3833,2025-08-20,31.6,5.0,0,0.06
Devgad,16.3833,73.3833,2025-08-21,10.3,5.0,0,0.04
Devgad,16.3833,73.3833,2025-08-22,5.5,5.874926443244822,0,0.06
Devgad,16.3833,73.3833,2025-08-23,3.6,5.0,0,0.06
Devgad,16.3833,73.3833,2025-08-24,3.6,5.457166761501375,0,0.0533333333333333
Devgad,16.3833,73.3833,2025-08-25,10.5,5.0,0,0.0666666666666666
Vaibhavwadi,16.5167,73.7333,2025-08-19,66.2,5.021604144373834,0,0.0533333333333333
Vaibhavwadi,16.5167,73.7333,2025-08-20,23.1,9.114007737461035,0,0.04
Vaibhavwadi,16.5167,73.7333,2025-08-21,8.9,5.746996725053736,0,0.0266666666666666
Vaibhavwadi,16.5167,73.7333,2025-08-22,3.3,5.0,0,0.0333333333333333
Vaibhavwadi,16.5167,73.7333,2025-08-23,2.4,7.629957488834652,0,0.0466666666666666
Vaibhavwadi,16.5167,73.7333,2025-08-24,2.1,5.268323656566276,0,0.04
Vaibhavwadi,16.5167,73.7333,2025-08-25,9.3,5.543413900148934,0,0.0533333333333333
