accuracy,precision,recall,f1_score,roc_auc,pr_auc,specificity,sensitivity,balanced_accuracy
0.8455882352941176,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.9196581196581197,0.8518794798768646,0.9010989010989011,0.7333333333333333,0.8172161172161172
