temp_avg,temp_max,wind_speed,cloud_cover,precipitation,humidity,precip_cover,avg_reservoir_fill,max_reservoir_fill,reservoir_risk_score,reservoirs_above_danger,flood_class
23.8125,33.3,15.675,10.8125,6.3999999999999995,44.0,18.75,14.74,14.74,0,0,0
20.275,26.6,17.375,86.5625,128.89999999999998,92.125,100.0,0.63,0.63,0,0,0
22.38125,32.7,15.093750000000004,26.25,9.2,55.0625,62.5,38.31,38.31,0,0,0
23.049999999999997,32.6,14.10625,12.1875,0.0,32.125,0.0,25.2,25.2,0,0,0
18.16875,26.0,12.55625,23.875,0.0,47.0625,0.0,75.1,75.1,1,0,0
23.1125,31.6,16.625,6.9375,0.0,28.875,0.0,42.2,42.2,0,0,0
18.231250000000003,24.6,12.843750000000002,49.4375,8.1,65.8125,25.0,84.4,84.4,1,0,0
18.668750000000003,24.4,15.050000000000002,89.4375,93.1,93.4375,100.0,86.42,86.42,4,1,1
24.03125,32.7,14.412500000000001,29.875,6.3999999999999995,44.8125,43.75,43.02,43.02,0,0,0
21.30625,30.1,13.518749999999999,2.8125,0.0,30.125,0.0,65.95,65.95,0,0,0
20.243750000000002,26.4,12.50625,39.0625,3.7,59.3125,31.25,80.52,80.52,1,0,0
24.450000000000003,32.0,13.499999999999998,20.8125,3.5,47.4375,31.25,44.37,44.37,0,0,0
20.174999999999997,25.6,11.931250000000002,74.9375,82.6,85.4375,75.0,95.91,95.91,6,1,1
18.39375,24.0,11.06875,50.8125,1.9,69.1875,18.75,88.19,88.19,4,1,0
24.60625,33.3,15.612500000000002,8.5625,0.9,37.75,6.25,17.36,17.36,0,0,0
20.4,31.5,14.850000000000001,15.1875,0.0,51.1875,0.0,65.37,65.37,0,0,0
24.4375,33.0,13.950000000000001,33.5,15.700000000000001,45.75,43.75,43.21,43.21,0,0,0
24.36875,32.4,15.375,21.5625,6.6,56.0625,18.75,41.06,41.06,0,0,0
19.26875,24.6,11.874999999999998,90.4375,112.4,90.0625,100.0,99.65,99.65,6,1,1
19.45,25.6,14.162499999999998,32.25,3.8,69.75,31.25,97.16,97.16,6,1,1
21.906249999999996,29.4,17.806250000000002,77.75,22.9,77.875,75.0,29.02,29.02,0,0,0
23.9375,32.4,15.437500000000002,29.75,9.6,62.3125,37.5,31.63,31.63,0,0,0
21.806250000000006,31.0,14.206249999999999,25.25,0.30000000000000004,37.4375,12.5,46.74,46.74,0,0,0
24.94375,33.7,15.243750000000002,25.6875,7.6,49.25,31.25,40.16,40.16,0,0,0
17.29375,22.5,11.781250000000002,42.125,27.500000000000004,76.75,18.75,82.3,82.3,1,0,0
20.55,29.8,13.9,10.4375,0.0,41.125,0.0,30.39,30.39,0,0,0
17.868750000000002,25.8,12.062500000000002,21.3125,0.0,66.875,0.0,78.96,78.96,1,0,0
22.8375,30.3,13.331249999999999,16.125,0.0,35.625,0.0,68.08,68.08,0,0,0
19.18125,22.3,20.00625,94.9375,276.2,94.625,100.0,97.58,97.58,6,1,1
19.743750000000002,25.4,11.4625,78.1875,87.20000000000002,90.0625,87.5,98.43,98.43,6,1,1
19.53125,24.9,14.7125,98.875,367.40000000000003,93.6875,100.0,66.29,66.29,0,0,0
18.75,27.0,11.924999999999999,25.8125,0.0,51.625,0.0,76.32,76.32,1,0,0
33.900000000000006,42.3,22.218749999999996,29.4375,1.1,31.25,25.0,25.44,25.44,0,0,0
23.55,28.4,15.337500000000004,93.25,251.6,95.5,100.0,8.63,8.63,0,0,0
21.79375,31.3,14.943750000000001,10.3125,0.0,53.0,0.0,43.9,43.9,0,0,0
22.125,26.0,16.46875,96.6875,202.1,95.375,100.0,86.94,86.94,4,1,1
23.187500000000004,29.2,14.25625,90.625,309.8,94.5,100.0,4.68,4.68,0,0,0
22.843750000000004,30.1,12.775000000000002,20.375,0.0,56.3125,0.0,54.72,54.72,0,0,0
23.9875,34.6,16.393749999999997,32.875,1.2,56.6875,25.0,43.2,43.2,0,0,0
27.6875,37.7,14.725,22.0,24.7,64.0625,56.25,21.03,21.03,0,0,0
30.218749999999996,39.1,17.306250000000002,36.3125,4.7,66.4375,6.25,39.06,39.06,0,0,0
